Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E
;;;;"Contratacao por Tempo Determinado";;15.554.500,00;15.143.000,00;13.737.850,58;13.737.850,58;12.464.494,64;90,73
;;;;;"SEM APLICACAO";15.554.500,00;15.143.000,00;13.737.850,58;13.737.850,58;12.464.494,64;90,73
;;;;"Contribuicoes Patronais  19  I ";;9.794.100,00;9.760.940,00;9.760.800,70;9.760.800,70;8.967.271,39;91,87
;;;;;"SEM APLICACAO";5.686.600,00;6.137.900,00;6.137.844,68;6.137.844,68;5.613.930,33;91,46
;;;;"Indenizacoes e Restituicoes Trabalhistas";;20.000,00;34.100,00;34.096,81;34.096,81;34.096,81;100,00
;;;;;"SEM APLICACAO";20.000,00;34.100,00;34.096,81;34.096,81;34.096,81;100,00
;;;;"Obrigacoes Patronais";;9.794.100,00;9.760.940,00;9.760.800,70;9.760.800,70;8.967.271,39;91,87
;;;;;"SEM APLICACAO";4.107.500,00;3.623.040,00;3.622.956,02;3.622.956,02;3.353.341,06;92,56
;;;;"Outras Despesas Variaveis   Pessoal Civil";;692.200,00;1.265.060,00;1.022.083,83;1.022.083,83;920.500,32;90,06
;;;;;"SEM APLICACAO";692.200,00;1.265.060,00;1.022.083,83;1.022.083,83;920.500,32;90,06
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;31.056.000,00;31.924.470,00;31.189.006,60;31.189.006,60;28.556.336,16;91,56
;;;;;"SEM APLICACAO";31.056.000,00;31.924.470,00;31.189.006,60;31.189.006,60;28.556.336,16;91,56
;;"DESPESAS DE CAPITAL";;;;902.500,00;1.298.360,00;1.116.005,47;885.173,06;851.993,30;76,34
;;;"INVESTIMENTOS";;;902.500,00;1.298.360,00;1.116.005,47;885.173,06;851.993,30;76,34
;;;;"Aquisicao de Imoveis";;80.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";80.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Despesas de Exercicios Anteriores";;39.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";39.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;105.500,00;711.350,00;665.041,89;434.209,48;401.029,72;60,30
;;;;;"SEM APLICACAO";105.500,00;711.350,00;665.041,89;434.209,48;401.029,72;60,30
;;;;"Obras e Instalacoes";;678.000,00;587.010,00;450.963,58;450.963,58;450.963,58;100,00
;;;;;"SEM APLICACAO";678.000,00;587.010,00;450.963,58;450.963,58;450.963,58;100,00
;"SECRETARIA MUNICIPAL DE SAUDE   ADMINISTRACAO DIRETA";;;;;3.000,00;80,00;0,00;0,00;0,00;0,00
;;"DESPESAS CORRENTES";;;;3.000,00;80,00;0,00;0,00;0,00;0,00
;;;"OUTRAS DESPESAS CORRENTES";;;2.000,00;80,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;1.000,00;80,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;80,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
"Instituto de Previdencia Social do Municipio de Paulista   Plano Financeiro";;;;;;60.528.000,00;70.309.810,00;70.309.222,29;70.299.354,03;64.759.350,91;92,11
;"INSTITUTO DE PREVIDENCIA SOCIAL DO MUNICIPIO DO PAULISTA  PLANO FINANCEIRO";;;;;60.528.000,00;70.309.810,00;70.309.222,29;70.299.354,03;64.759.350,91;92,11
;;"DESPESAS CORRENTES";;;;59.133.000,00;70.266.640,00;70.266.058,23;70.256.189,97;64.717.166,85;92,10
;;;"OUTRAS DESPESAS CORRENTES";;;1.041.700,00;1.980.700,00;1.980.164,08;1.970.295,82;1.895.438,06;95,72
;;;;"Despesas de Exercicios Anteriores";;17.800,00;4.330,00;4.329,00;4.329,00;4.329,00;100,00
;;;;;"SEM APLICACAO";17.800,00;4.330,00;4.329,00;4.329,00;4.329,00;100,00
;;;;"Diarias   Civil";;16.000,00;13.930,00;13.915,01;13.915,01;13.915,01;100,00
;;;;;"SEM APLICACAO";16.000,00;13.930,00;13.915,01;13.915,01;13.915,01;100,00
;;;;"Indenizacoes e Restituicoes";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;70.000,00;39.710,00;39.704,01;39.492,51;27.595,23;69,50
;;;;;"SEM APLICACAO";70.000,00;39.710,00;39.704,01;39.492,51;27.595,23;69,50
;;;;"Obrigacoes Tributarias e Contributivas";;7.600,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";7.600,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;125.000,00;42.820,00;42.819,08;42.819,08;42.819,08;100,00
;;;;;"SEM APLICACAO";125.000,00;42.820,00;42.819,08;42.819,08;42.819,08;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;526.600,00;1.122.150,00;1.121.660,52;1.116.703,76;1.054.393,28;94,00
;;;;;"SEM APLICACAO";526.600,00;1.122.150,00;1.121.660,52;1.116.703,76;1.054.393,28;94,00
;;;;"Passagens e Despesas com Locomocao";;12.700,00;32.800,00;32.782,49;32.782,49;32.782,49;100,00
;;;;;"SEM APLICACAO";12.700,00;32.800,00;32.782,49;32.782,49;32.782,49;100,00
;;;;"Servicos de Consultoria";;263.000,00;724.960,00;724.953,97;720.253,97;719.603,97;99,26
;;;;;"SEM APLICACAO";263.000,00;724.960,00;724.953,97;720.253,97;719.603,97;99,26
;;;"PESSOAL E ENCARGOS SOCIAIS";;;58.091.300,00;68.285.940,00;68.285.894,15;68.285.894,15;62.821.728,79;92,00
;;;;"Aposentadorias  Reserva Remunerada e Reformas";;49.542.600,00;58.780.650,00;58.780.633,86;58.780.633,86;53.999.677,10;91,87
;;;;;"SEM APLICACAO";49.542.600,00;58.780.650,00;58.780.633,86;58.780.633,86;53.999.677,10;91,87
;;;;"Indenizacoes e Restituicoes Trabalhistas";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Obrigacoes Patronais";;90.000,00;100.270,00;100.266,32;100.266,32;91.802,48;91,56
;;;;;"SEM APLICACAO";90.000,00;100.270,00;100.266,32;100.266,32;91.802,48;91,56
;;;;"Outras Despesas Variaveis   Pessoal Civil";;12.500,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";12.500,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Benefic.Previd.Servidor ou Milita";;15.000,00;8.670,00;8.661,42;8.661,42;8.636,14;99,71
;;;;;"SEM APLICACAO";15.000,00;8.670,00;8.661,42;8.661,42;8.636,14;99,71
;;;;"Pensoes";;7.464.200,00;8.320.820,00;8.320.807,38;8.320.807,38;7.646.087,90;91,89
;;;;;"SEM APLICACAO";7.464.200,00;8.320.820,00;8.320.807,38;8.320.807,38;7.646.087,90;91,89
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;957.000,00;1.075.530,00;1.075.525,17;1.075.525,17;1.075.525,17;100,00
;;;;;"SEM APLICACAO";957.000,00;1.075.530,00;1.075.525,17;1.075.525,17;1.075.525,17;100,00
;;"DESPESAS DE CAPITAL";;;;45.000,00;43.170,00;43.164,06;43.164,06;42.184,06;97,73
;;;"INVESTIMENTOS";;;45.000,00;43.170,00;43.164,06;43.164,06;42.184,06;97,73
;;;;"Aquisicao de Imoveis";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;25.000,00;43.170,00;43.164,06;43.164,06;42.184,06;97,73
;;;;;"SEM APLICACAO";25.000,00;43.170,00;43.164,06;43.164,06;42.184,06;97,73
;;;;"Obras e Instalacoes";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;0,00;0,00;0,00;0,00;0,00
;;"Reserva de Contingencia";;;;1.350.000,00;0,00;0,00;0,00;0,00;0,00
;;;"Reserva de Contingencia";;;1.350.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Reserva do RPPS";;1.350.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.350.000,00;0,00;0,00;0,00;0,00;0,00
"Prefeitura da Cidade do Paulista";;;;;;326.725.200,00;333.076.780,00;312.873.688,89;298.420.178,64;277.043.337,10;88,55
;"ENCARGOS SOB A SUPERVISAO DA SECRETARIA DE FINANCAS";;;;;7.800.000,00;6.379.180,00;6.349.414,81;6.349.414,81;6.349.414,81;100,00
;;"DESPESAS CORRENTES";;;;6.790.000,00;5.978.140,00;5.969.777,85;5.969.777,85;5.969.777,85;100,00
;;;"JUROS E ENCARGOS DA DIVIDA";;;1.200.000,00;413.030,00;413.028,13;413.028,13;413.028,13;100,00
;;;;"Encargos sobre Operacoes de Credito por Antecipacao da Receita";;1.185.000,00;413.030,00;413.028,13;413.028,13;413.028,13;100,00
;;;;;"SEM APLICACAO";1.185.000,00;413.030,00;413.028,13;413.028,13;413.028,13;100,00
;;;;"Juros sobre a Divida por Contrato";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Encargos sobre a Divida por Contrato";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;"OUTRAS DESPESAS CORRENTES";;;5.590.000,00;5.565.110,00;5.556.749,72;5.556.749,72;5.556.749,72;100,00
;;;;"Despesas de Exercicios Anteriores";;1.990.000,00;1.395.110,00;1.389.838,80;1.389.838,80;1.389.838,80;100,00
;;;;;"SEM APLICACAO";1.990.000,00;1.395.110,00;1.389.838,80;1.389.838,80;1.389.838,80;100,00
;;;;"Obrigacoes Tributarias e Contributivas";;3.600.000,00;4.170.000,00;4.166.910,92;4.166.910,92;4.166.910,92;100,00
;;;;;"SEM APLICACAO";3.600.000,00;4.170.000,00;4.166.910,92;4.166.910,92;4.166.910,92;100,00
;;"DESPESAS DE CAPITAL";;;;1.010.000,00;401.040,00;379.636,96;379.636,96;379.636,96;100,00
;;;"AMORTIZACAO DA DIVIDA";;;1.010.000,00;401.040,00;379.636,96;379.636,96;379.636,96;100,00
;;;;"Principal Corrigido da Divida Contratual Refinanciado";;1.010.000,00;254.750,00;233.356,74;233.356,74;233.356,74;100,00
;;;;;"SEM APLICACAO";1.010.000,00;254.750,00;233.356,74;233.356,74;233.356,74;100,00
;;;;"Principal da Divida Contratual Resgatado";;0,00;146.290,00;146.280,22;146.280,22;146.280,22;100,00
;;;;;"SEM APLICACAO";0,00;146.290,00;146.280,22;146.280,22;146.280,22;100,00
;"ENCARGOS SOB SUPERVISAO DA SECRETARIA DE ADMINISTRACAO";;;;;37.295.000,00;38.294.790,00;38.294.026,01;38.294.026,01;36.748.687,58;95,96
;;"DESPESAS CORRENTES";;;;37.295.000,00;38.294.790,00;38.294.026,01;38.294.026,01;36.748.687,58;95,96
;;;"OUTRAS DESPESAS CORRENTES";;;19.418.300,00;21.225.260,00;21.224.521,61;21.224.521,61;21.000.089,68;98,94
;;;;"Aporte para Cobertura de Defit Atuarial do RPPS";;15.000.000,00;17.249.610,00;17.249.604,71;17.249.604,71;17.249.604,71;100,00
;;;;;"SEM APLICACAO";15.000.000,00;17.249.610,00;17.249.604,71;17.249.604,71;17.249.604,71;100,00
;;;;"Auxilio Alimentacao";;2.000,00;4.340,00;4.320,00;4.320,00;3.870,00;89,58
;;;;;"SEM APLICACAO";2.000,00;4.340,00;4.320,00;4.320,00;3.870,00;89,58
;;;;"Auxilio Transporte";;3.298.000,00;2.522.440,00;2.522.436,92;2.522.436,92;2.303.418,18;91,32
;;;;;"SEM APLICACAO";3.298.000,00;2.522.440,00;2.522.436,92;2.522.436,92;2.303.418,18;91,32
;;;;"Despesas de Exercicios Anteriores";;60.000,00;90.940,00;90.933,81;90.933,81;90.933,81;100,00
;;;;;"SEM APLICACAO";60.000,00;90.940,00;90.933,81;90.933,81;90.933,81;100,00
;;;;"Material de Consumo";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Beneficios Assistenciais";;70.000,00;49.610,00;49.608,00;49.608,00;47.700,00;96,15
;;;;;"SEM APLICACAO";70.000,00;49.610,00;49.608,00;49.608,00;47.700,00;96,15
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;987.300,00;1.308.320,00;1.307.618,17;1.307.618,17;1.304.562,98;99,77
;;;;;"SEM APLICACAO";987.300,00;1.308.320,00;1.307.618,17;1.307.618,17;1.304.562,98;99,77
;;;"PESSOAL E ENCARGOS SOCIAIS";;;17.876.700,00;17.069.530,00;17.069.504,40;17.069.504,40;15.748.597,90;92,26
;;;;"Contribuicoes Patronais  19  I ";;12.415.000,00;12.438.060,00;12.438.053,65;12.438.053,65;11.458.823,25;92,13
;;;;;"SEM APLICACAO";8.285.000,00;8.550.390,00;8.550.384,02;8.550.384,02;7.860.203,69;91,93
;;;;"Despesas de Exercicios Anteriores";;160.000,00;71.900,00;71.896,48;71.896,48;71.896,48;100,00
;;;;;"SEM APLICACAO";160.000,00;71.900,00;71.896,48;71.896,48;71.896,48;100,00
;;;;"Indenizacoes e Restituicoes Trabalhistas";;260.000,00;213.390,00;213.381,66;213.381,66;212.098,30;99,40
;;;;;"SEM APLICACAO";260.000,00;213.390,00;213.381,66;213.381,66;212.098,30;99,40
;;;;"Obrigacoes Patronais";;12.415.000,00;12.438.060,00;12.438.053,65;12.438.053,65;11.458.823,25;92,13
;;;;;"SEM APLICACAO";4.130.000,00;3.887.670,00;3.887.669,63;3.887.669,63;3.598.619,56;92,56
;;;;"Outras Despesas Variaveis   Pessoal Civil";;157.000,00;173.040,00;173.036,02;173.036,02;158.064,53;91,35
;;;;;"SEM APLICACAO";157.000,00;173.040,00;173.036,02;173.036,02;158.064,53;91,35
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;4.884.700,00;4.173.140,00;4.173.136,59;4.173.136,59;3.847.715,34;92,20
;;;;;"SEM APLICACAO";4.884.700,00;4.173.140,00;4.173.136,59;4.173.136,59;3.847.715,34;92,20
;"FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL   ADMINISTRACAO DIRETA";;;;;10.883.400,00;11.633.410,00;10.637.367,75;10.226.899,41;9.541.600,39;89,70
;;"DESPESAS CORRENTES";;;;10.813.400,00;10.852.460,00;10.121.861,44;9.727.602,10;9.042.303,08;89,33
;;;"OUTRAS DESPESAS CORRENTES";;;7.875.900,00;8.007.720,00;7.444.457,85;7.050.198,51;6.616.965,02;88,88
;;;;"Auxilio Alimentacao";;108.000,00;94.540,00;94.533,33;94.533,33;87.033,33;92,07
;;;;;"SEM APLICACAO";108.000,00;94.540,00;94.533,33;94.533,33;87.033,33;92,07
;;;;"Despesas de Exercicios Anteriores";;2.000,00;5.010,00;4.999,60;4.999,60;4.999,60;100,00
;;;;;"SEM APLICACAO";2.000,00;5.010,00;4.999,60;4.999,60;4.999,60;100,00
;;;;"Diarias   Civil";;27.000,00;15.640,00;9.590,00;9.590,00;9.470,00;98,75
;;;;;"SEM APLICACAO";27.000,00;15.640,00;9.590,00;9.590,00;9.470,00;98,75
;;;;"Indenizacoes e Restituicoes";;2.000,00;181.890,00;179.780,04;179.780,04;179.780,04;100,00
;;;;;"SEM APLICACAO";2.000,00;181.890,00;179.780,04;179.780,04;179.780,04;100,00
;;;;"Material de Consumo";;1.252.500,00;529.060,00;443.877,97;432.773,57;432.773,57;97,50
;;;;;"SEM APLICACAO";1.252.500,00;529.060,00;443.877,97;432.773,57;432.773,57;97,50
;;;;"Material de Distribuicao Gratuita";;600.000,00;292.870,00;292.866,30;292.866,30;284.260,30;97,06
;;;;;"SEM APLICACAO";600.000,00;292.870,00;292.866,30;292.866,30;284.260,30;97,06
;;;;"Obrigacoes Tributarias e Contributivas";;90.000,00;5.720,00;5.720,00;5.720,00;5.500,00;96,15
;;;;;"SEM APLICACAO";90.000,00;5.720,00;5.720,00;5.720,00;5.500,00;96,15
;;;;"Outros Auxilios Financeiros a Pessoas Fisicas";;2.270.300,00;1.987.570,00;1.987.566,70;1.873.016,70;1.661.316,70;83,59
;;;;;"SEM APLICACAO";2.270.300,00;1.987.570,00;1.987.566,70;1.873.016,70;1.661.316,70;83,59
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;724.000,00;269.068,00;268.286,32;268.286,32;264.958,07;98,76
;;;;;"SEM APLICACAO";724.000,00;269.068,00;268.286,32;268.286,32;264.958,07;98,76
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.114.000,00;3.267.712,00;2.803.601,59;2.544.996,65;2.487.376,41;88,72
;;;;;"SEM APLICACAO";1.114.000,00;3.267.712,00;2.803.601,59;2.544.996,65;2.487.376,41;88,72
;;;;"Passagens e Despesas com Locomocao";;29.000,00;5.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";29.000,00;5.000,00;0,00;0,00;0,00;0,00
;;;;"Subvencoes Sociais";;1.657.100,00;1.353.640,00;1.353.636,00;1.343.636,00;1.199.497,00;88,61
;;;;;"SEM APLICACAO";1.657.100,00;1.353.640,00;1.353.636,00;1.343.636,00;1.199.497,00;88,61
;;;"PESSOAL E ENCARGOS SOCIAIS";;;2.937.500,00;2.844.740,00;2.677.403,59;2.677.403,59;2.425.338,06;90,59
