Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E
;;"APOIO ADMINISTRATIVO AS ACOES DA SECRETARIA DE DE";;;463.400,00;474.477,40;361.132,69;339.653,64;312.869,10;86,64
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ";;463.400,00;474.477,40;361.132,69;339.653,64;312.869,10;86,64
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ";463.400,00;474.477,40;361.132,69;339.653,64;312.869,10;86,64
;;"APOIO ADMINISTRATIVO AS ACOES DA SECRETARIA DE FI";;;673.000,00;849.494,75;784.348,90;780.468,90;657.583,81;83,84
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ";;673.000,00;849.494,75;784.348,90;780.468,90;657.583,81;83,84
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ";673.000,00;849.494,75;784.348,90;780.468,90;657.583,81;83,84
;;"APOIO ADMINISTRATIVO AS ACOES DA SECRETARIA DE PO";;;1.006.500,00;1.367.420,00;955.088,16;955.088,16;877.736,61;91,90
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ";;1.004.500,00;1.365.110,00;952.785,66;952.785,66;875.434,11;91,88
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ";1.004.500,00;1.365.110,00;952.785,66;952.785,66;875.434,11;91,88
;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS ";;2.000,00;2.310,00;2.302,50;2.302,50;2.302,50;100,00
;;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS ";2.000,00;2.310,00;2.302,50;2.302,50;2.302,50;100,00
;;"APOIO ADMINISTRATIVO AS ACOES DA SECRETARIA DE TU";;;514.800,00;1.145.831,40;254.292,97;253.728,67;226.526,03;89,08
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ";;514.300,00;1.145.831,40;254.292,97;253.728,67;226.526,03;89,08
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ";514.300,00;1.145.831,40;254.292,97;253.728,67;226.526,03;89,08
;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS ";;500,00;0,00;0,00;0,00;0,00;0,00
;;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS ";500,00;0,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DO GABINETE DO PREF";;;2.046.100,00;2.579.884,75;2.213.424,48;2.157.801,75;2.019.601,33;91,24
;;;"GESTAO ADMINISTRATIVA DAS ACOES DO GABINETE DO PR";;2.046.100,00;2.579.884,75;2.213.424,48;2.157.801,75;2.019.601,33;91,24
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DO GABINETE DO PR";2.046.100,00;2.579.884,75;2.213.424,48;2.157.801,75;2.019.601,33;91,24
;;"ASSESSORAMENTO SUPERIOR AO CHEFE DO EXECUTIVO MUN";;;919.200,00;1.272.200,00;648.418,80;648.418,80;595.883,11;91,90
;;;"ACAO DE ASSESSORAMENTO AO PREFEITO ";;55.000,00;7.000,00;0,00;0,00;0,00;0,00
;;;;"ACAO DE ASSESSORAMENTO AO PREFEITO ";55.000,00;7.000,00;0,00;0,00;0,00;0,00
;;;"GESTAO ADMINISTRATIVA DAS ACOES DO GABINETE DO VI";;864.200,00;1.265.200,00;648.418,80;648.418,80;595.883,11;91,90
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DO GABINETE DO VI";864.200,00;1.265.200,00;648.418,80;648.418,80;595.883,11;91,90
;;"COORDENACAO DAS RELACOES PUBLICAS DO EXECUTIVO MU";;;700,00;0,00;0,00;0,00;0,00;0,00
;;;"ARTICULACAO DAS RELACOES POLITICAS DO PREFEITO";;700,00;0,00;0,00;0,00;0,00;0,00
;;;;"ARTICULACAO DAS RELACOES POLITICAS DO PREFEITO";700,00;0,00;0,00;0,00;0,00;0,00
;;"ENCARGOS ADMINISTRATIVOS DO MUNICIPIO ";;;19.148.000,00;41.302.141,48;37.475.653,38;31.032.632,41;29.320.548,62;78,24
;;;"APOIO A ORGAOS GOVERNAMENTAIS ";;29.300,00;6.490,00;2.152,73;2.152,73;689,73;32,04
;;;;"APOIO A ORGAOS GOVERNAMENTAIS ";29.300,00;6.490,00;2.152,73;2.152,73;689,73;32,04
;;;"AUXILIO TRANSPORTE PARA OS SERVIDORES DA PREFEITU";;3.300.000,00;3.951.580,00;2.974.978,15;2.974.978,15;2.808.852,05;94,42
;;;;"AUXILIO TRANSPORTE PARA OS SERVIDORES DA PREFEITU";3.300.000,00;3.951.580,00;2.974.978,15;2.974.978,15;2.808.852,05;94,42
;;;"CONTRIBUICAO ADICIONAL DA PREFEITURA AO PREVI PAU";;11.602.000,00;28.600.000,00;28.600.000,00;22.156.979,03;21.156.979,03;73,98
;;;;"CONTRIBUICAO ADICIONAL DA PREFEITURA AO PREVI PAU";11.602.000,00;28.600.000,00;28.600.000,00;22.156.979,03;21.156.979,03;73,98
;;;"DIVERSOS ENCARGOS ADMINISTRATIVOS ";;645.000,00;1.727.840,00;963.844,12;963.844,12;796.764,96;82,67
;;;;"DIVERSOS ENCARGOS ADMINISTRATIVOS ";645.000,00;1.727.840,00;963.844,12;963.844,12;796.764,96;82,67
;;;"ENCARGOS COM PESSOAL A DISPOSICAO DE DIVERSOS ORG";;3.571.700,00;7.016.231,48;4.934.678,38;4.934.678,38;4.557.262,85;92,35
;;;;"ENCARGOS COM PESSOAL A DISPOSICAO DE DIVERSOS ORG";3.571.700,00;7.016.231,48;4.934.678,38;4.934.678,38;4.557.262,85;92,35
;;"GESTAO DA POLITICA DAS FINANCAS DO MUNICIPIO ";;;824.000,00;823.985,20;671.255,88;671.255,88;641.025,88;95,50
;;;"SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA ";;824.000,00;823.985,20;671.255,88;671.255,88;641.025,88;95,50
;;;;"SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA ";824.000,00;823.985,20;671.255,88;671.255,88;641.025,88;95,50
;;"GESTAO DA POLITICA DE ACAO DE ASSISTENCIA SOCIAL ";;;844.100,00;895.520,00;357.560,88;356.700,88;323.804,88;90,56
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";;844.100,00;895.520,00;357.560,88;356.700,88;323.804,88;90,56
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";844.100,00;895.520,00;357.560,88;356.700,88;323.804,88;90,56
;;"GESTAO DA POLITICA DE DESENVOLVIMENTO ECONOMICO D";;;634.300,00;984.500,00;447.861,52;440.732,90;416.095,44;92,91
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";;634.300,00;984.500,00;447.861,52;440.732,90;416.095,44;92,91
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";634.300,00;984.500,00;447.861,52;440.732,90;416.095,44;92,91
;;"GESTAO DAS ACOES ADMINISTRATIVAS DO MUNICIPIO ";;;314.100,00;667.490,00;442.753,68;442.386,15;363.204,03;82,03
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";;314.100,00;667.490,00;442.753,68;442.386,15;363.204,03;82,03
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";314.100,00;667.490,00;442.753,68;442.386,15;363.204,03;82,03
;;"GESTAO DAS ACOES DAS ADMINISTRACOES REGIONAIS ";;;1.243.900,00;2.561.820,00;1.823.449,86;1.802.183,85;1.656.490,01;90,84
;;;"APOIO AS  ADMINISTRACOES REGIONAIS DO MUNICIPIO ";;15.000,00;14.600,00;13.648,80;13.648,80;7.906,80;57,93
;;;;"APOIO AS  ADMINISTRACOES REGIONAIS DO MUNICIPIO ";15.000,00;14.600,00;13.648,80;13.648,80;7.906,80;57,93
;;;"SUPERVISAO E COORDENACAO DAS ACOES DA COORDENADOR";;1.228.900,00;2.547.220,00;1.809.801,06;1.788.535,05;1.648.583,21;91,09
;;;;"SUPERVISAO E COORDENACAO DAS ACOES DA COORDENADOR";1.228.900,00;2.547.220,00;1.809.801,06;1.788.535,05;1.648.583,21;91,09
;;"GESTAO DAS ACOES DA SECRETARIA DE ARTICULACAO POL";;;428.300,00;800.380,00;556.646,93;517.760,02;475.862,02;85,49
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";;428.300,00;800.380,00;556.646,93;517.760,02;475.862,02;85,49
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";428.300,00;800.380,00;556.646,93;517.760,02;475.862,02;85,49
;;"GESTAO DAS ACOES DA SECRETARIA DE ASSUNTOS JURIDI";;;689.700,00;662.330,00;650.872,12;649.288,12;592.281,32;91,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";;689.700,00;662.330,00;650.872,12;649.288,12;592.281,32;91,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";689.700,00;662.330,00;650.872,12;649.288,12;592.281,32;91,00
;;"GESTAO DAS POLITICAS DE ACAO DE TURISMO E CULTURA";;;202.300,00;340.540,00;52.770,00;50.880,00;48.486,00;91,88
;;;"DIRECAO  SUPERVISAO E COORDENACAO DA SECRETARIA D";;202.300,00;340.540,00;52.770,00;50.880,00;48.486,00;91,88
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DA SECRETARIA D";202.300,00;340.540,00;52.770,00;50.880,00;48.486,00;91,88
;;"GESTAO DOS PROCESSOS ADMINISTRATIVOS DO MUNICIPIO";;;3.382.100,00;3.008.230,00;2.151.490,44;2.151.490,44;1.982.348,76;92,14
;;;"ADMINISTRACAO DE PESSOAL ";;1.565.700,00;1.817.480,00;1.362.596,78;1.362.596,78;1.253.209,51;91,97
;;;;"ADMINISTRACAO DE PESSOAL ";1.565.700,00;1.817.480,00;1.362.596,78;1.362.596,78;1.253.209,51;91,97
;;;"ADMINISTRACAO E CONTROLE DO PATRIMONIO DO MUNICIP";;453.300,00;675.190,00;388.630,99;388.630,99;359.926,66;92,61
;;;;"ADMINISTRACAO E CONTROLE DO PATRIMONIO DO MUNICIP";453.300,00;675.190,00;388.630,99;388.630,99;359.926,66;92,61
;;;"GESTAO DOS PROCESSOS DE COMPRAS E SUPRIMENTOS ";;526.600,00;513.560,00;400.262,67;400.262,67;369.212,59;92,24
;;;;"GESTAO DOS PROCESSOS DE COMPRAS E SUPRIMENTOS ";526.600,00;513.560,00;400.262,67;400.262,67;369.212,59;92,24
;;;"MODERNIZACAO ADMINISTRATIVA DA SECRETARIA DE ADMI";;836.500,00;2.000,00;0,00;0,00;0,00;0,00
;;;;"MODERNIZACAO ADMINISTRATIVA DA SECRETARIA DE ADMI";836.500,00;2.000,00;0,00;0,00;0,00;0,00
;;"GESTAO SUPERIOR DA ADMINISTRACAO MUNICIPAL ";;;4.640.300,00;4.587.993,00;4.084.668,02;3.897.614,07;3.502.748,41;85,75
;;;"COMUNICACAO SOCIAL  E DIVULGACAO OFICIAL DOS ATOS";;1.037.000,00;1.018.193,00;796.585,83;664.993,26;477.031,33;59,88
;;;;"COMUNICACAO SOCIAL  E DIVULGACAO OFICIAL DOS ATOS";1.037.000,00;1.018.193,00;796.585,83;664.993,26;477.031,33;59,88
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO GA";;3.585.300,00;3.569.800,00;3.288.082,19;3.232.620,81;3.025.717,08;92,02
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO GA";3.585.300,00;3.569.800,00;3.288.082,19;3.232.620,81;3.025.717,08;92,02
;;;"SERVICO DE PROTOCOLO DO GABINETE DO PREFEITO ";;18.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"SERVICO DE PROTOCOLO DO GABINETE DO PREFEITO ";18.000,00;0,00;0,00;0,00;0,00;0,00
;;"MELHORIA DOS PREDIOS PUBLICOS ";;;285.000,00;285.000,00;96.266,00;57.751,70;57.751,70;59,99
;;;"CONSERVACAO DE PREDIOS PUBLICOS ";;285.000,00;285.000,00;96.266,00;57.751,70;57.751,70;59,99
;;;;"CONSERVACAO DE PREDIOS PUBLICOS ";285.000,00;285.000,00;96.266,00;57.751,70;57.751,70;59,99
;;"PLANEJAMENTO  DA POLITICA DE ACAO DE SAUDE DO MUN";;;300,00;0,00;0,00;0,00;0,00;0,00
;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS ";;300,00;0,00;0,00;0,00;0,00;0,00
;;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS ";300,00;0,00;0,00;0,00;0,00;0,00
;"Controle Interno";;;;1.414.100,00;895.170,01;775.531,67;755.408,02;672.336,40;86,69
;;"GESTAO DAS ACOES DA CONTROLADORIA GERAL E OUVIDOR";;;1.394.100,00;895.170,01;775.531,67;755.408,02;672.336,40;86,69
;;;"ASSESSORAMENTO CONTROLE DAS ACOES DA CONTROLADORI";;541.300,00;494.750,00;433.485,12;428.438,11;387.076,62;89,29
;;;;"ASSESSORAMENTO CONTROLE DAS ACOES DA CONTROLADORI";541.300,00;494.750,00;433.485,12;428.438,11;387.076,62;89,29
;;;;"ASSESSORAMENTO CONTROLE DAS ACOES DA CONTROLADORI";400.000,00;0,01;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA CO";;452.800,00;400.420,00;342.046,55;326.969,91;285.259,78;83,40
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA CO";452.800,00;400.420,00;342.046,55;326.969,91;285.259,78;83,40
;;"GESTAO DO SISTEMA DE CONTROLE INTERNO DO MUNICIPI";;;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;"MODERNIZACAO DO SISTEMA  FINANCEIRO  E CONTABIL D";;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"MODERNIZACAO DO SISTEMA  FINANCEIRO  E CONTABIL D";20.000,00;0,00;0,00;0,00;0,00;0,00
;"Formacao de Recursos Humanos";;;;19.600,00;2.730,00;2.730,00;2.730,00;1.365,00;50,00
;;"GESTAO DOS PROCESSOS ADMINISTRATIVOS DO MUNICIPIO";;;19.600,00;2.730,00;2.730,00;2.730,00;1.365,00;50,00
;;;"CAPACITACAO DE RECURSOS HUMANOS PARA OS ORGAOS MU";;19.600,00;2.730,00;2.730,00;2.730,00;1.365,00;50,00
;;;;"CAPACITACAO DE RECURSOS HUMANOS PARA OS ORGAOS MU";19.600,00;2.730,00;2.730,00;2.730,00;1.365,00;50,00
;"Normatizacao e Fiscalizacao";;;;7.368.500,00;15.256.029,31;7.705.117,26;7.086.241,74;6.585.643,58;85,47
;;"GESTAO DO SISTEMA TRIBUTARIO DO MUNICIPIO ";;;7.249.500,00;15.137.029,31;7.652.693,25;7.033.817,73;6.537.399,41;85,43
;;;"ADMINISTRACAO TRIBUTARIA DO MUNICIPIO ";;7.095.500,00;15.137.029,31;7.652.693,25;7.033.817,73;6.537.399,41;85,43
;;;;"ADMINISTRACAO TRIBUTARIA DO MUNICIPIO ";7.095.500,00;15.137.029,31;7.652.693,25;7.033.817,73;6.537.399,41;85,43
;;;"MODERNIZACAO DO SISTEMA TRIBUTARIO DO MUNICIPIO  ";;154.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"MODERNIZACAO DO SISTEMA TRIBUTARIO DO MUNICIPIO  ";154.000,00;0,00;0,00;0,00;0,00;0,00
;;"OTIMIZACAO DAS FEIRAS E MERCADOS PUBLICOS ";;;119.000,00;119.000,00;52.424,01;52.424,01;48.244,17;92,03
;;;"MANUTENCAO E ORDENAMENTO DE FEIRAS E MERCADOS PUB";;119.000,00;119.000,00;52.424,01;52.424,01;48.244,17;92,03
;;;;"MANUTENCAO E ORDENAMENTO DE FEIRAS E MERCADOS PUB";119.000,00;119.000,00;52.424,01;52.424,01;48.244,17;92,03
;"Planejamento e Orcamento";;;;1.488.000,00;745.790,00;542.603,98;542.600,08;491.900,83;90,66
;;"FORTALECIMENTO DAS ACOES DE PLANEJAMENTO ESTRATEG";;;1.488.000,00;745.790,00;542.603,98;542.600,08;491.900,83;90,66
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";;530.400,00;501.140,00;471.894,98;471.891,08;436.499,33;92,50
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";530.400,00;501.140,00;471.894,98;471.891,08;436.499,33;92,50
;;;"ELABORACAO E GESTAO DOS INSTRUMENTOS DE PLANEJAME";;140.800,00;76.690,00;70.709,00;70.709,00;55.401,50;78,35
;;;;"ELABORACAO E GESTAO DOS INSTRUMENTOS DE PLANEJAME";140.800,00;76.690,00;70.709,00;70.709,00;55.401,50;78,35
;;;"OTIMIZACAO DO PLANEJAMENTO ESTRATEGICO   PMAT";;816.800,00;167.960,00;0,00;0,00;0,00;0,00
;;;;"OTIMIZACAO DO PLANEJAMENTO ESTRATEGICO   PMAT";816.800,00;167.960,00;0,00;0,00;0,00;0,00
;"Tecnologia da Informatizacao";;;;465.500,00;922.160,00;722.157,08;689.057,08;565.514,96;78,31
;;"GESTAO DOS PROCESSOS ADMINISTRATIVOS DO MUNICIPIO";;;465.500,00;922.160,00;722.157,08;689.057,08;565.514,96;78,31
;;;"GESTAO DA POLITICA DE INFORMATICA MUNICIPAL ";;465.500,00;922.160,00;722.157,08;689.057,08;565.514,96;78,31
;;;;"GESTAO DA POLITICA DE INFORMATICA MUNICIPAL ";465.500,00;922.160,00;722.157,08;689.057,08;565.514,96;78,31
;"Turismo";;;;3.000,00;0,00;0,00;0,00;0,00;0,00
;;"PROMOCAO DO TURISMO NO MUNICIPIO ";;;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;"ACOES DE FOMENTO AO TURISMO ";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"ACOES DE FOMENTO AO TURISMO ";3.000,00;0,00;0,00;0,00;0,00;0,00
"Agricultura";;;;;12.000,00;15.000,00;7.336,80;7.336,80;3.840,00;52,34
;"Abastecimento";;;;5.000,00;5.000,00;0,00;0,00;0,00;0,00
;;"DESENVOLVIMENTO DA PESCA NO MUNICIPIO ";;;5.000,00;5.000,00;0,00;0,00;0,00;0,00
;;;"APOIO AS ATIVIDADES PESQUEIRAS ";;5.000,00;5.000,00;0,00;0,00;0,00;0,00
;;;;"APOIO AS ATIVIDADES PESQUEIRAS ";5.000,00;5.000,00;0,00;0,00;0,00;0,00
;"Extensao Rural";;;;7.000,00;10.000,00;7.336,80;7.336,80;3.840,00;52,34
;;"ESTIMULO AO DESENVOLVIMENTO ECONOMICO DO MUNICIPI";;;7.000,00;10.000,00;7.336,80;7.336,80;3.840,00;52,34
;;;"INCENTIVO E APOIO AO PEQUENO PRODUTOR RURAL ";;7.000,00;10.000,00;7.336,80;7.336,80;3.840,00;52,34
;;;;"INCENTIVO E APOIO AO PEQUENO PRODUTOR RURAL ";7.000,00;10.000,00;7.336,80;7.336,80;3.840,00;52,34
"Assistencia Social";;;;;12.294.900,00;13.451.532,63;11.051.079,41;10.036.328,20;8.706.683,20;78,79
;"Administracao Geral";;;;355.000,00;356.460,00;274.948,83;264.318,83;244.816,83;89,04
;;"APOIO E ASSISTENCIA AS ACOES DA SECRETARIA ESPECI";;;355.000,00;356.460,00;274.948,83;264.318,83;244.816,83;89,04
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";;355.000,00;356.460,00;274.948,83;264.318,83;244.816,83;89,04
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";355.000,00;356.460,00;274.948,83;264.318,83;244.816,83;89,04
;"Assistencia a Crianca a ao Adolescente";;;;4.455.800,00;4.878.277,67;4.134.655,14;3.260.439,16;2.928.011,48;70,82
;;"ACOES JOVENS ";;;2.000,00;800,00;0,00;0,00;0,00;0,00
;;;"PROMOCAO DE EVENTOS E ACOES PARA O PUBLICO JOVEM";;2.000,00;800,00;0,00;0,00;0,00;0,00
;;;;"PROMOCAO DE EVENTOS E ACOES PARA O PUBLICO JOVEM";2.000,00;800,00;0,00;0,00;0,00;0,00
;;"ASSISTENCIA A CRIANCA E AO ADOLESCENTE ";;;1.436.300,00;1.999.510,67;1.878.924,13;1.119.310,52;1.119.310,52;59,57
;;;"ATIVIDADES DO CONSELHO MUNICIPAL DA CRIANCA E DO ";;404.300,00;527.774,30;512.659,76;314.267,92;314.267,92;61,30
;;;;"ATIVIDADES DO CONSELHO MUNICIPAL DA CRIANCA E DO ";404.300,00;527.774,30;512.659,76;314.267,92;314.267,92;61,30
;;;"ATIVIDADES DO FUNDO DA CRIANCA E DO ADOLESCENTE ";;1.030.000,00;1.469.736,37;1.366.264,37;805.042,60;805.042,60;58,92
;;;;"ATIVIDADES DO FUNDO DA CRIANCA E DO ADOLESCENTE ";1.030.000,00;1.469.736,37;1.366.264,37;805.042,60;805.042,60;58,92
;;;"REGULARIZACAO DE SALDOS DE CONVENIOS DO CONSELHO ";;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;"REGULARIZACAO DE SALDOS DE CONVENIOS DO CONSELHO ";2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;"PROTECAO A CRIANCA E AO ADOLESCENTE ";;;3.017.500,00;2.877.967,00;2.255.731,01;2.141.128,64;1.808.700,96;80,18
;;;"ACOES DE APOIO A CRIANCA E AO ADOLESCENTE";;1.914.500,00;1.850.967,00;1.411.203,74;1.384.625,89;1.249.290,40;88,53
;;;;"ACOES DE APOIO A CRIANCA E AO ADOLESCENTE";1.914.500,00;1.850.967,00;1.411.203,74;1.384.625,89;1.249.290,40;88,53
;;;"APOIO E MANUTENCAO AO ACOLHIMENTO PARA CRIANCA E ";;1.103.000,00;1.027.000,00;844.527,27;756.502,75;559.410,56;66,24
;;;;"APOIO E MANUTENCAO AO ACOLHIMENTO PARA CRIANCA E ";1.103.000,00;1.027.000,00;844.527,27;756.502,75;559.410,56;66,24
;"Assistencia ao Idoso";;;;526.000,00;253.171,83;217.800,00;217.800,00;199.650,00;91,67
;;"APOIO E ASSISTENCIA A PESSOA IDOSA ";;;526.000,00;253.171,83;217.800,00;217.800,00;199.650,00;91,67
;;;"PROMOCAO E PROTECAO DA INTEGRACAO SOCIAL DA PESSO";;526.000,00;253.171,83;217.800,00;217.800,00;199.650,00;91,67
;;;;"PROMOCAO E PROTECAO DA INTEGRACAO SOCIAL DA PESSO";526.000,00;253.171,83;217.800,00;217.800,00;199.650,00;91,67
;"Assistencia ao Portador de Deficiencia";;;;424.000,00;193.200,00;190.476,00;190.476,00;171.717,00;90,15
;;"APOIO E INTEGRACAO SOCIAL DAS PESSOAS COM DEFICIE";;;424.000,00;193.200,00;190.476,00;190.476,00;171.717,00;90,15
;;;"ACOES EDUCATIVAS E INTEGRACAO SOCIAL PARA PESSOAS";;424.000,00;193.200,00;190.476,00;190.476,00;171.717,00;90,15
;;;;"ACOES EDUCATIVAS E INTEGRACAO SOCIAL PARA PESSOAS";424.000,00;193.200,00;190.476,00;190.476,00;171.717,00;90,15
;"Assistencia Comunitaria";;;;6.532.100,00;7.768.423,13;6.233.199,44;6.103.294,21;5.162.487,89;82,82
;;"CIDADE SEGURA PARA AS MULHERES";;;102.100,00;53.750,00;50.868,73;46.772,06;36.609,87;71,97
;;;"PREVENCAO E ENFRENTAMENTO A VIOLENCIA CONTRA AS M";;102.100,00;53.750,00;50.868,73;46.772,06;36.609,87;71,97
;;;;"PREVENCAO E ENFRENTAMENTO A VIOLENCIA CONTRA AS M";102.100,00;53.750,00;50.868,73;46.772,06;36.609,87;71,97
;;"GESTAO DA POLITICA DE ACAO DE ASSISTENCIA SOCIAL ";;;190.000,00;923.135,72;580.655,17;544.615,17;489.979,03;84,38
;;;"APOIO E MANUTENCAO DAS ACOES DOS CONSELHOS";;190.000,00;923.135,72;580.655,17;544.615,17;489.979,03;84,38
;;;;"APOIO E MANUTENCAO DAS ACOES DOS CONSELHOS";190.000,00;923.135,72;580.655,17;544.615,17;489.979,03;84,38
;;"SE LIGA MULHER";;;99.000,00;344.560,00;222.086,16;186.043,27;169.738,97;76,43
;;;"PROMOCAO E VALORIZACAO DA MULHER";;99.000,00;344.560,00;222.086,16;186.043,27;169.738,97;76,43
;;;;"PROMOCAO E VALORIZACAO DA MULHER";99.000,00;344.560,00;222.086,16;186.043,27;169.738,97;76,43
;;"SERVICO DE ASSISTENCIA SOCIAL GERAL ";;;6.141.000,00;6.446.977,41;5.379.589,38;5.325.863,71;4.466.160,02;83,02
;;;"ACOES DE ASSISTENCIA SOCIAL";;4.770.800,00;5.729.307,21;5.022.128,51;4.981.402,84;4.182.936,65;83,29
;;;;"ACOES DE ASSISTENCIA SOCIAL";4.770.800,00;5.729.307,21;5.022.128,51;4.981.402,84;4.182.936,65;83,29
;;;"ACOES E SERVICOS DA PROTECAO SOCIAL BASICA";;637.000,00;309.782,65;89.847,90;77.407,90;56.805,90;63,22
;;;;"ACOES E SERVICOS DA PROTECAO SOCIAL BASICA";637.000,00;309.782,65;89.847,90;77.407,90;56.805,90;63,22
;;;"ACOES E SERVICOS DA PROTECAO SOCIAL ESPECIAL";;733.200,00;407.887,55;267.612,97;267.052,97;226.417,47;84,61
