Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E
;;;;"ARTICULACAO DAS RELACOES POLITICAS DO PREFEITO";169.900,00;121.116,00;121.110,00;121.110,00;118.590,00;97,92
;;"GESTAO DA POLITICA DAS FINANCAS DO MUNICIPIO";;;584.000,00;972.248,00;972.230,01;918.480,01;840.668,59;86,47
;;;"SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE FINANCAS";;584.000,00;972.248,00;972.230,01;918.480,01;840.668,59;86,47
;;;;"SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE FINANCAS";584.000,00;972.248,00;972.230,01;918.480,01;840.668,59;86,47
;;"GESTAO DA POLITICA DE DESENVOLVIMENTO ECONOMICO DO MUNICIPIO";;;797.000,00;676.730,00;676.710,85;676.710,85;608.014,97;89,85
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO ECONOMICO  TURISMO E CULTURA";;797.000,00;676.730,00;676.710,85;676.710,85;608.014,97;89,85
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO ECONOMICO  TURISMO E CULTURA";797.000,00;676.730,00;676.710,85;676.710,85;608.014,97;89,85
;;"GESTAO DAS ACOES ADMINISTRATIVAS NO MUNICIPIO";;;784.300,00;724.720,00;724.685,78;678.354,42;636.070,24;87,77
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE ADMINISTRACAO.";;784.300,00;724.720,00;724.685,78;678.354,42;636.070,24;87,77
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE ADMINISTRACAO.";784.300,00;724.720,00;724.685,78;678.354,42;636.070,24;87,77
;;"GESTAO DAS ACOES DAS ADMINISTRACOES REGIONAIS";;;1.728.000,00;1.503.680,00;1.503.669,53;1.503.669,53;1.385.828,66;92,16
;;;"APOIO AS ADMINISTRACOES REGIONAIS DO MUNICIPIO";;1.708.000,00;1.503.680,00;1.503.669,53;1.503.669,53;1.385.828,66;92,16
;;;;"APOIO AS ADMINISTRACOES REGIONAIS DO MUNICIPIO";1.708.000,00;1.503.680,00;1.503.669,53;1.503.669,53;1.385.828,66;92,16
;;;"SUPERVISAO E COORDENACAO DAS ACOES DA COORDENADORIA DAS ADMINISTRACOES DAS REGIONAIS";;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"SUPERVISAO E COORDENACAO DAS ACOES DA COORDENADORIA DAS ADMINISTRACOES DAS REGIONAIS";20.000,00;0,00;0,00;0,00;0,00;0,00
;;"GESTAO DOS PROCESSOS ADMINISTRATIVOS DO MUNICIPIO";;;2.588.400,00;2.284.890,00;2.274.820,82;2.253.654,15;2.116.558,79;93,04
;;;"ADMINISTRACAO DE PESSOAL";;1.889.000,00;1.666.870,00;1.666.820,78;1.645.654,11;1.554.126,52;93,24
;;;;"ADMINISTRACAO DE PESSOAL";1.889.000,00;1.666.870,00;1.666.820,78;1.645.654,11;1.554.126,52;93,24
;;;"ADMINISTRACAO E CONTROLE DO PATRIMONIO DO MUNICIPIO";;323.400,00;288.710,00;288.705,53;288.705,53;267.784,47;92,75
;;;;"ADMINISTRACAO E CONTROLE DO PATRIMONIO DO MUNICIPIO";323.400,00;288.710,00;288.705,53;288.705,53;267.784,47;92,75
;;;"GESTAO DOS PROCESSOS DE COMPRAS E SUPRIMENTOS";;366.000,00;319.310,00;319.294,51;319.294,51;294.647,80;92,28
;;;;"GESTAO DOS PROCESSOS DE COMPRAS E SUPRIMENTOS";366.000,00;319.310,00;319.294,51;319.294,51;294.647,80;92,28
;;;"MODERNIZACAO ADMINISTRATIVA DA SECRETARIA DE ADMINISTRACAO   PMAT";;10.000,00;10.000,00;0,00;0,00;0,00;0,00
;;;;"MODERNIZACAO ADMINISTRATIVA DA SECRETARIA DE ADMINISTRACAO   PMAT";10.000,00;10.000,00;0,00;0,00;0,00;0,00
;;"GESTAO SUPERIOR DA ADMINISTRACAO MUNICIPAL";;;3.354.100,00;2.718.720,00;2.718.614,39;2.718.614,39;2.483.152,40;91,34
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO GABINETE DO PREFEITO E RELACOES INSTITUCIONAIS";;3.342.100,00;2.718.720,00;2.718.614,39;2.718.614,39;2.483.152,40;91,34
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO GABINETE DO PREFEITO E RELACOES INSTITUCIONAIS";3.342.100,00;2.718.720,00;2.718.614,39;2.718.614,39;2.483.152,40;91,34
;;;"SERVICO DE PROTOCOLO DO GABINETE DO PREFEITO";;12.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"SERVICO DE PROTOCOLO DO GABINETE DO PREFEITO";12.000,00;0,00;0,00;0,00;0,00;0,00
;;"MELHORIA DOS PREDIOS PUBLICOS";;;26.539.000,00;5.355.260,00;145.365,66;128.451,49;128.451,49;88,36
;;;"CONSERVACAO DE PREDIOS DA ADMINISTRACAO PUBLICA MUNIICIPAL";;185.000,00;145.370,00;145.365,66;128.451,49;128.451,49;88,36
;;;;"CONSERVACAO DE PREDIOS DA ADMINISTRACAO PUBLICA MUNIICIPAL";185.000,00;145.370,00;145.365,66;128.451,49;128.451,49;88,36
;;;"CONSTRUCAO E REFORMA DE PREDIOS DA ADMINISTRACAO PUBLICA";;26.354.000,00;5.209.890,00;0,00;0,00;0,00;0,00
;;;;"CONSTRUCAO E REFORMA DE PREDIOS DA ADMINISTRACAO PUBLICA";26.354.000,00;5.209.890,00;0,00;0,00;0,00;0,00
;;"PLANEJAMENTO DA POLITICA DE ACAO DE SAUDE DO MUNICIPIO";;;1.000,00;47.000,00;46.349,70;46.349,70;46.349,70;100,00
;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS DA SECRETARIA DE SAUDE";;1.000,00;47.000,00;46.349,70;46.349,70;46.349,70;100,00
;;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS DA SECRETARIA DE SAUDE";1.000,00;47.000,00;46.349,70;46.349,70;46.349,70;100,00
;"Comunicacao Social";;;;722.000,00;896.690,00;896.685,27;896.685,27;829.068,36;92,46
;;"GESTAO SUPERIOR DA ADMINISTRACAO MUNICIPAL";;;722.000,00;896.690,00;896.685,27;896.685,27;829.068,36;92,46
;;;"COMUNICACAO SOCIAL E DIVULGACAO OFICIAL DOS ATOS GOVERNAMENTAIS";;722.000,00;896.690,00;896.685,27;896.685,27;829.068,36;92,46
;;;;"COMUNICACAO SOCIAL E DIVULGACAO OFICIAL DOS ATOS GOVERNAMENTAIS";722.000,00;896.690,00;896.685,27;896.685,27;829.068,36;92,46
;"Controle Interno";;;;3.681.500,00;446.750,00;436.732,60;432.181,87;397.625,82;91,05
;;"GESTAO DAS ACOES DA CONTROLADORIA GERAL E OUVIDORIA";;;3.673.500,00;446.750,00;436.732,60;432.181,87;397.625,82;91,05
;;;"GESTAO DAS ACOES DE CONTROLADORIA";;383.500,00;436.750,00;436.732,60;432.181,87;397.625,82;91,05
;;;;"GESTAO DAS ACOES DE CONTROLADORIA";383.500,00;436.750,00;436.732,60;432.181,87;397.625,82;91,05
;;;"MODERNIZACAO ACOES DA CONTROLADORIA GERAL E OUVIDORIA  OPERACAO DE CREDITO  PMAT";;3.290.000,00;10.000,00;0,00;0,00;0,00;0,00
;;;;"MODERNIZACAO ACOES DA CONTROLADORIA GERAL E OUVIDORIA  OPERACAO DE CREDITO  PMAT";3.290.000,00;10.000,00;0,00;0,00;0,00;0,00
;;"GESTAO DO SISTEMA DE CONTROLE INTERNO DO MUNICIPIO";;;8.000,00;0,00;0,00;0,00;0,00;0,00
;;;"MODERNIZACAO DO SISTEMA FINANCEIRO E CONTABIL DO MUNICIPIO";;8.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"MODERNIZACAO DO SISTEMA FINANCEIRO E CONTABIL DO MUNICIPIO";8.000,00;0,00;0,00;0,00;0,00;0,00
;"Formacao de Recursos Humanos";;;;11.000,00;4.140,00;4.140,00;4.140,00;2.165,00;52,29
;;"GESTAO DOS PROCESSOS ADMINISTRATIVOS DO MUNICIPIO";;;11.000,00;4.140,00;4.140,00;4.140,00;2.165,00;52,29
;;;"CAPACITACAO DE RECURSOS HUMANOS PARA OS ORGAOS MUNICIPAIS";;11.000,00;4.140,00;4.140,00;4.140,00;2.165,00;52,29
;;;;"CAPACITACAO DE RECURSOS HUMANOS PARA OS ORGAOS MUNICIPAIS";11.000,00;4.140,00;4.140,00;4.140,00;2.165,00;52,29
;"Normatizacao e Fiscalizacao";;;;7.418.600,00;9.331.695,00;9.297.524,84;9.266.390,45;8.479.032,70;91,20
;;"GESTAO DO SISTEMA TRIBUTARIO DO MUNICIPIO";;;6.788.600,00;9.005.125,00;8.970.962,17;8.939.827,78;8.177.255,73;91,15
;;;"ADMINISTRACAO TRIBUTARIA DO MUNICIPIO";;6.778.600,00;8.995.125,00;8.970.962,17;8.939.827,78;8.177.255,73;91,15
;;;;"ADMINISTRACAO TRIBUTARIA DO MUNICIPIO";6.778.600,00;8.995.125,00;8.970.962,17;8.939.827,78;8.177.255,73;91,15
;;;"MODERNIZACAO DO SISTEMA TRIBUTARIO DO MUNICIPIO   PMAT";;10.000,00;10.000,00;0,00;0,00;0,00;0,00
;;;;"MODERNIZACAO DO SISTEMA TRIBUTARIO DO MUNICIPIO   PMAT";10.000,00;10.000,00;0,00;0,00;0,00;0,00
;;"OTIMIZACAO DAS FEIRAS E MERCADOS PUBLICOS";;;630.000,00;326.570,00;326.562,67;326.562,67;301.776,97;92,41
;;;"MANUTENCAO E ORDENAMENTO DE FEIRAS E MERCADOS PUBLICOS";;630.000,00;326.570,00;326.562,67;326.562,67;301.776,97;92,41
;;;;"MANUTENCAO E ORDENAMENTO DE FEIRAS E MERCADOS PUBLICOS";630.000,00;326.570,00;326.562,67;326.562,67;301.776,97;92,41
;"Planejamento e Orcamento";;;;2.131.700,00;818.203,00;808.172,74;808.172,74;751.788,66;93,02
;;"FORTALECIMENTO DAS ACOES DE PLANEJAMENTO ESTRATEGICO";;;2.131.700,00;818.203,00;808.172,74;808.172,74;751.788,66;93,02
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DA CONTROLADORIA  PLANEJAMENTO E GESTAO";;667.400,00;738.195,00;738.174,74;738.174,74;683.290,66;92,56
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DA CONTROLADORIA  PLANEJAMENTO E GESTAO";667.400,00;738.195,00;738.174,74;738.174,74;683.290,66;92,56
;;;"ELABORACAO E GESTAO DOS INSTRUMENTOS DE PLANEJAMENTO DO MUNICIPIO";;136.000,00;20.000,00;20.000,00;20.000,00;18.500,00;92,50
;;;;"ELABORACAO E GESTAO DOS INSTRUMENTOS DE PLANEJAMENTO DO MUNICIPIO";136.000,00;20.000,00;20.000,00;20.000,00;18.500,00;92,50
;;;"OTIMIZACAO DO PLANEJAMENTO ESTRATEGICO   OPERACAO DE CREDITO PMAT";;1.328.300,00;60.008,00;49.998,00;49.998,00;49.998,00;100,00
;;;;"OTIMIZACAO DO PLANEJAMENTO ESTRATEGICO   OPERACAO DE CREDITO PMAT";1.328.300,00;60.008,00;49.998,00;49.998,00;49.998,00;100,00
;"Tecnologia da Informatizacao";;;;861.700,00;795.665,00;795.661,76;782.361,76;764.187,78;96,04
;;"GESTAO DOS PROCESSOS ADMINISTRATIVOS DO MUNICIPIO";;;861.700,00;795.665,00;795.661,76;782.361,76;764.187,78;96,04
;;;"GESTAO DA POLITICA DE INFORMATICA MUNICIPAL";;861.700,00;795.665,00;795.661,76;782.361,76;764.187,78;96,04
;;;;"GESTAO DA POLITICA DE INFORMATICA MUNICIPAL";861.700,00;795.665,00;795.661,76;782.361,76;764.187,78;96,04
;"Turismo";;;;90.000,00;1.320,00;1.320,00;0,00;0,00;0,00
;;"PROMOCAO DO TURISMO DO MUNICIPIO";;;90.000,00;1.320,00;1.320,00;0,00;0,00;0,00
;;;"ACOES DE FOMENTO AO TURISMO";;90.000,00;1.320,00;1.320,00;0,00;0,00;0,00
;;;;"ACOES DE FOMENTO AO TURISMO";90.000,00;1.320,00;1.320,00;0,00;0,00;0,00
"Agricultura";;;;;50.000,00;7.920,00;7.920,00;7.920,00;7.920,00;100,00
;"Abastecimento";;;;20.000,00;0,00;0,00;0,00;0,00;0,00
;;"DESENVOLVIMENTO DA PESCA NO MUNICIPIO";;;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;"APOIO AS ATIVIDADES PESQUEIRAS";;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"APOIO AS ATIVIDADES PESQUEIRAS";20.000,00;0,00;0,00;0,00;0,00;0,00
;"Extensao Rural";;;;30.000,00;7.920,00;7.920,00;7.920,00;7.920,00;100,00
;;"ESTIMULO AO DESENVOLVIMENTO ECONOMICO DO MUNICIPIO";;;30.000,00;7.920,00;7.920,00;7.920,00;7.920,00;100,00
;;;"INCENTIVO E APOIO AO PEQUENO PRODUTOR RURAL";;30.000,00;7.920,00;7.920,00;7.920,00;7.920,00;100,00
;;;;"INCENTIVO E APOIO AO PEQUENO PRODUTOR RURAL";30.000,00;7.920,00;7.920,00;7.920,00;7.920,00;100,00
"Assistencia Social";;;;;8.688.300,00;12.324.870,00;11.919.227,22;11.471.804,26;9.623.218,26;80,74
;"Administracao Geral";;;;815.900,00;732.870,00;732.852,20;732.852,20;667.278,85;91,05
;;"APOIO E ASSISTENCIA AS ACOES DA SECRETARIA ESPECIAL DE POLITICAS PARA A MULHER";;;209.200,00;225.720,00;225.709,54;225.709,54;208.108,19;92,20
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA EXECUTIVA DE POLITICAS PARA AS MULHERES";;209.200,00;225.720,00;225.709,54;225.709,54;208.108,19;92,20
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA EXECUTIVA DE POLITICAS PARA AS MULHERES";209.200,00;225.720,00;225.709,54;225.709,54;208.108,19;92,20
;;"GESTAO DA POLITICA DE ACAO DE ASSISTENCIA SOCIAL DO MUNICIPIO";;;606.700,00;507.150,00;507.142,66;507.142,66;459.170,66;90,54
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL";;606.700,00;507.150,00;507.142,66;507.142,66;459.170,66;90,54
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL";606.700,00;507.150,00;507.142,66;507.142,66;459.170,66;90,54
;"Assistencia a Crianca a ao Adolescente";;;;3.015.100,00;3.996.950,00;3.699.007,54;3.665.153,49;2.343.820,94;63,36
;;"ASSISTENCIA A CRIANCA E AO ADOLESCENTE";;;1.525.100,00;2.572.320,00;2.270.966,11;2.269.066,11;1.239.288,09;54,57
;;;"ATIVIDADES DO FUNDO DA CRIANCA E DO ADOLESCENTE";;989.300,00;2.161.210,00;2.031.196,99;2.029.296,99;999.518,97;49,21
;;;;"ATIVIDADES DO FUNDO DA CRIANCA E DO ADOLESCENTE";989.300,00;2.161.210,00;2.031.196,99;2.029.296,99;999.518,97;49,21
;;;"ATVIDADES DO CONSELHO MUNICIPAL DA CRIANCA E DO ADOLESCENTE";;534.800,00;411.110,00;239.769,12;239.769,12;239.769,12;100,00
;;;;"ATVIDADES DO CONSELHO MUNICIPAL DA CRIANCA E DO ADOLESCENTE";534.800,00;411.110,00;239.769,12;239.769,12;239.769,12;100,00
;;;"REGULARIZACAO DE SALDOS DE CONVENIOS DO CONSELHO MUNICIPAL DA CRIANCA E DO ADOLESCENTE";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"REGULARIZACAO DE SALDOS DE CONVENIOS DO CONSELHO MUNICIPAL DA CRIANCA E DO ADOLESCENTE";1.000,00;0,00;0,00;0,00;0,00;0,00
;;"PROTECAO A CRIANCA E AO ADOLESCENTE";;;1.490.000,00;1.424.630,00;1.428.041,43;1.396.087,38;1.104.532,85;77,35
;;;"ACOES DE APOIO A CRIANCA E AO ADOLESCENTE";;749.000,00;653.160,00;653.160,00;627.660,00;413.800,00;63,35
;;;;"ACOES DE APOIO A CRIANCA E AO ADOLESCENTE";749.000,00;653.160,00;653.160,00;627.660,00;413.800,00;63,35
;;;"APOIO E MANUTENCAO AO ACOLHIMENTO PARA CRIANCA E JOVENS DE 0 A 18 ANOS";;741.000,00;771.470,00;774.881,43;768.427,38;690.732,85;89,14
;;;;"APOIO E MANUTENCAO AO ACOLHIMENTO PARA CRIANCA E JOVENS DE 0 A 18 ANOS";741.000,00;771.470,00;774.881,43;768.427,38;690.732,85;89,14
;"Assistencia ao Idoso";;;;166.000,00;210.000,00;105.000,00;105.000,00;105.000,00;100,00
;;"APOIO E ASSISTENCIA A PESSOA IDOSA";;;166.000,00;210.000,00;105.000,00;105.000,00;105.000,00;100,00
;;;"PROMOCAO E PROTECAO DA INTEGRACAO SOCIAL DA PESSOA IDOSA";;166.000,00;210.000,00;105.000,00;105.000,00;105.000,00;100,00
;;;;"PROMOCAO E PROTECAO DA INTEGRACAO SOCIAL DA PESSOA IDOSA";166.000,00;210.000,00;105.000,00;105.000,00;105.000,00;100,00
;"Assistencia ao Portador de Deficiencia";;;;203.000,00;190.480,00;190.476,00;132.756,00;59.163,00;31,06
;;"APOIO E INTEGRACAO SOCIAL DAS PESSOAS COM DEFICIENCIA";;;203.000,00;190.480,00;190.476,00;132.756,00;59.163,00;31,06
;;;"ACOES EDUCATIVAS E INTEGRACAO SOCIAL PARA PESSOAS COM DEFICIENCIA";;203.000,00;190.480,00;190.476,00;132.756,00;59.163,00;31,06
;;;;"ACOES EDUCATIVAS E INTEGRACAO SOCIAL PARA PESSOAS COM DEFICIENCIA";203.000,00;190.480,00;190.476,00;132.756,00;59.163,00;31,06
;"Assistencia Comunitaria";;;;4.485.800,00;7.194.570,00;7.191.891,48;6.836.042,57;6.447.955,47;89,66
;;"CIDADE SEGURA PARA AS MULHERES";;;78.600,00;69.340,00;69.270,33;62.962,37;59.505,13;85,90
;;;"PREVENCAO E ENFRENTAMENTO A VIOLENCIA CONTRA AS MULHERES";;78.600,00;69.340,00;69.270,33;62.962,37;59.505,13;85,90
;;;;"PREVENCAO E ENFRENTAMENTO A VIOLENCIA CONTRA AS MULHERES";78.600,00;69.340,00;69.270,33;62.962,37;59.505,13;85,90
;;"GESTAO DA POLITICA DE ACAO DE ASSISTENCIA SOCIAL DO MUNICIPIO";;;960.000,00;891.380,00;891.357,27;891.357,27;827.699,76;92,86
;;;"APOIO E MANUTENCAO DAS ACOES DOS CONSELHOS";;960.000,00;891.380,00;891.357,27;891.357,27;827.699,76;92,86
;;;;"APOIO E MANUTENCAO DAS ACOES DOS CONSELHOS";960.000,00;891.380,00;891.357,27;891.357,27;827.699,76;92,86
;;"SE LIGA MULHER";;;80.200,00;14.430,00;14.426,04;14.426,04;13.792,62;95,61
;;;"PROMOCAO E VALORIZACAO DA MULHER";;80.200,00;14.430,00;14.426,04;14.426,04;13.792,62;95,61
;;;;"PROMOCAO E VALORIZACAO DA MULHER";80.200,00;14.430,00;14.426,04;14.426,04;13.792,62;95,61
;;"SERVICO DE ASSISTENCIA SOCIAL GERAL";;;3.367.000,00;6.219.420,00;6.216.837,84;5.867.296,89;5.546.957,96;89,22
;;;"ACOES DE ASSISTENCIA SOCIAL";;2.859.000,00;5.176.760,00;5.174.259,53;4.824.718,58;4.591.170,99;88,73
;;;;"ACOES DE ASSISTENCIA SOCIAL";2.859.000,00;5.176.760,00;5.174.259,53;4.824.718,58;4.591.170,99;88,73
;;;"ACOES DE ASSISTENCIA SOCIAL BASICA";;73.000,00;931.560,00;931.534,13;931.534,13;852.398,16;91,50
;;;;"ACOES DE ASSISTENCIA SOCIAL BASICA";73.000,00;931.560,00;931.534,13;931.534,13;852.398,16;91,50
;;;"ACOES DE ASSISTENCIA SOCIAL ESPECIAL";;435.000,00;111.100,00;111.044,18;111.044,18;103.388,81;93,11
;;;;"ACOES DE ASSISTENCIA SOCIAL ESPECIAL";435.000,00;111.100,00;111.044,18;111.044,18;103.388,81;93,11
;"Planejamento e Orcamento";;;;2.500,00;0,00;0,00;0,00;0,00;0,00
;;"GESTAO DA POLITICA DE ACAO DE ASSISTENCIA SOCIAL DO MUNICIPIO";;;2.500,00;0,00;0,00;0,00;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE POLITICAS SOCIAIS E ESPORTES";;2.500,00;0,00;0,00;0,00;0,00;0,00
